clip,frame,image_file,predicted_decision,predicted_detections,actual_objects,actual_decision
IMG_5091,0,IMG_5091_frame0.jpg,path clear,"chair:0.52:434,839,578,1151",chair,path clear
IMG_5091,15,IMG_5091_frame15.jpg,path clear,"chair:0.54:438,868,567,1184;chair:0.45:522,887,806,1259",,
IMG_5091,30,IMG_5091_frame30.jpg,path clear,"chair:0.54:539,915,825,1341",,
IMG_5091,45,IMG_5091_frame45.jpg,path clear,"chair:0.51:454,928,605,1267",,
IMG_5091,60,IMG_5091_frame60.jpg,path clear,"chair:0.62:434,947,610,1319",,
IMG_5091,75,IMG_5091_frame75.jpg,path clear,"chair:0.52:547,967,916,1509;chair:0.47:438,943,620,1348",,
IMG_5091,90,IMG_5091_frame90.jpg,path clear,"chair:0.76:528,952,929,1561;chair:0.43:398,916,615,1369",chair;backpack,path clear
IMG_5091,105,IMG_5091_frame105.jpg,path clear,"chair:0.80:539,930,994,1617;chair:0.44:681,808,797,870",,
IMG_5091,120,IMG_5091_frame120.jpg,"obstacle right, move left","chair:0.70:586,928,1051,1677;chair:0.60:407,877,1060,1694;chair:0.54:676,756,801,824",,
IMG_5091,135,IMG_5091_frame135.jpg,path clear,"chair:0.48:338,774,819,1539",,
IMG_5091,150,IMG_5091_frame150.jpg,stop,"chair:0.58:56,736,988,1796",,
IMG_5091,165,IMG_5091_frame165.jpg,path clear,,chair,path clear
IMG_5091,180,IMG_5091_frame180.jpg,path clear,,,
IMG_5091,195,IMG_5091_frame195.jpg,path clear,"oven:0.93:772,514,1079,1287",,
IMG_5091,210,IMG_5091_frame210.jpg,path clear,"oven:0.50:911,679,1078,1271",,
IMG_5091,225,IMG_5091_frame225.jpg,path clear,,,
IMG_5091,240,IMG_5091_frame240.jpg,stop,"chair:0.41:24,672,1027,1821",,
IMG_5091,255,IMG_5091_frame255.jpg,"obstacle right, move left","chair:0.54:326,651,1078,1886;chair:0.40:720,549,888,640",,
IMG_5091,270,IMG_5091_frame270.jpg,"obstacle right, move left","chair:0.58:453,622,1040,1659;chair:0.48:883,533,1058,628",,
IMG_5091,285,IMG_5091_frame285.jpg,path clear,,,
IMG_5091,300,IMG_5091_frame300.jpg,path clear,,,
IMG_5091,315,IMG_5091_frame315.jpg,path clear,,,
IMG_5091,330,IMG_5091_frame330.jpg,path clear,,,
IMG_5091,345,IMG_5091_frame345.jpg,path clear,"tv:0.46:487,461,627,622",,
IMG_5091,360,IMG_5091_frame360.jpg,path clear,"chair:0.64:797,649,1078,905;couch:0.59:794,651,1080,906;tv:0.49:514,485,661,663",,
IMG_5091,375,IMG_5091_frame375.jpg,path clear,"chair:0.62:818,699,1080,976",couch,"obstacle right, move left"
IMG_5091,390,IMG_5091_frame390.jpg,path clear,"couch:0.60:840,761,1080,1019",,
IMG_5091,405,IMG_5091_frame405.jpg,path clear,"couch:0.55:852,749,1080,1071",,
IMG_5091,420,IMG_5091_frame420.jpg,path clear,"tv:0.54:563,624,750,825;chair:0.46:901,822,1080,1107",,
IMG_5091,435,IMG_5091_frame435.jpg,path clear,"tv:0.60:568,624,762,831",,
IMG_5091,450,IMG_5091_frame450.jpg,path clear,"tv:0.48:557,632,759,840",couch;tv,"obstacle right, move left"
IMG_5091,465,IMG_5091_frame465.jpg,path clear,,,
IMG_5091,480,IMG_5091_frame480.jpg,path clear,"couch:0.43:874,849,1079,1179",,
IMG_5091,495,IMG_5091_frame495.jpg,path clear,"potted plant:0.54:623,722,670,801;couch:0.44:799,827,1080,1173",tv,path clear
IMG_5091,510,IMG_5091_frame510.jpg,path clear,"potted plant:0.52:485,693,534,775;couch:0.42:668,713,1080,1145",,
IMG_5091,525,IMG_5091_frame525.jpg,path clear,,tv,path clear
IMG_5091,540,IMG_5091_frame540.jpg,path clear,,,
IMG_5091,555,IMG_5091_frame555.jpg,path clear,"bed:0.73:143,618,1064,1193",,
IMG_5091,570,IMG_5091_frame570.jpg,path clear,"chair:0.74:576,752,1021,1405",,
IMG_5091,585,IMG_5091_frame585.jpg,path clear,"chair:0.89:95,726,513,1393",,
IMG_5091,600,IMG_5091_frame600.jpg,path clear,"chair:0.93:0,677,247,1362",,
IMG_5091,615,IMG_5091_frame615.jpg,"obstacle right, move left","chair:0.82:1,567,199,1185;chair:0.43:811,1029,1078,1915",,
IMG_5091,630,IMG_5091_frame630.jpg,path clear,"chair:0.91:3,287,332,997",,
IMG_5091,645,IMG_5091_frame645.jpg,path clear,"chair:0.90:230,174,692,902",,
IMG_5091,660,IMG_5091_frame660.jpg,path clear,"chair:0.68:647,337,1078,997;chair:0.50:2,508,149,823",,
IMG_5091,675,IMG_5091_frame675.jpg,path clear,"bed:0.43:18,213,1035,894",,
IMG_5091,690,IMG_5091_frame690.jpg,path clear,"couch:0.64:455,323,1080,1010",,
IMG_5091,705,IMG_5091_frame705.jpg,path clear,,,
IMG_5091,720,IMG_5091_frame720.jpg,path clear,"couch:0.50:169,569,983,1158",,
IMG_5091,735,IMG_5091_frame735.jpg,path clear,"couch:0.55:334,699,1075,1289;potted plant:0.52:111,672,173,775;chair:0.43:332,701,1048,1284",,
IMG_5091,750,IMG_5091_frame750.jpg,path clear,"potted plant:0.82:212,742,275,850;chair:0.67:423,786,1068,1425",,
